nib,nib0,nib1,nib2,nib3,format,path,type,lowMipC,highMipC,mipCdiff,byteDif,compressed,lowX,lowY,minX,minY
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Library\MaterialLibrary\Textures\SubstanceSource\Surface\02_Detail\HexaScales\HexaScales_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Library\MaterialLibrary\Textures\SubstanceSource\Surface\02_Detail\male_40yo_cheek_skin_3\SS_male_40yo_cheek_skin_3_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\800\CommonTextures\ch00_800_0000_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\child\Child_face_blend_00_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\child\Child_face_blend_01_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_00_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_01_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_02_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_03_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_04_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_05_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\f\f_face_blend_06_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_00_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_01_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_02_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_03_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_04_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_05_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_face_blend_06_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_siwa_01_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_siwa_01_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_siwa_02_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_siwa_03_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\m\m_siwa_04_NRRH.tex.241106027,NRRH,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\oldman\oldface_blend_00_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\oldman\oldface_blend_01_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\oldman\oldface_blend_02_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch00\CommonTextures\FaceSkin\oldman\oldface_blend_03_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\000\000\5\textures\ch02_000_0005_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\001\000\1\textures\ch02_001_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\001\000\4\textures\ch02_001_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\001\000\5\textures\ch02_001_0005_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\002\000\1\textures\ch02_002_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\002\000\4\textures\ch02_002_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\002\100\1\textures\ch02_002_1001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\002\100\4\textures\ch02_002_1004_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\003\000\1\textures\ch02_003_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\003\000\4\textures\ch02_003_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\003\500\1\textures\ch02_003_5001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\003\500\4\textures\ch02_003_5004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\004\000\1\textures\ch02_004_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\004\000\4\textures\ch02_004_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\005\000\1\textures\ch02_005_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\005\000\4\textures\ch02_005_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\006\000\1\textures\ch02_006_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\006\000\4\textures\ch02_006_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\007\000\1\textures\ch02_007_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\008\000\1\textures\ch02_008_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\008\000\4\textures\ch02_008_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\009\000\1\texture\ch02_009_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\009\000\4\texture\ch02_009_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\010\000\1\textures\ch02_010_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\010\000\4\textures\ch02_010_0004_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\011\000\4\textures\ch02_011_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\012\000\1\textures\ch02_012_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\012\000\4\textures\ch02_012_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\013\000\1\textures\ch02_013_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\013\000\4\textures\ch02_013_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\014\000\1\textures\ch02_014_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\014\000\4\textures\ch02_014_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\015\000\1\textures\ch02_015_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\015\000\4\textures\ch02_015_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\017\000\1\textures\ch02_017_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\017\000\4\textures\ch02_017_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\018\000\1\textures\ch02_018_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\018\000\4\textures\ch02_018_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\019\000\1\textures\ch02_019_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\019\000\4\textures\ch02_019_0004_01_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\019\000\4\textures\ch02_019_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\021\000\1\textures\ch02_021_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\021\000\4\textures\ch02_021_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\022\000\1\textures\ch02_022_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\022\000\4\textures\ch02_022_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\023\000\1\textures\ch02_023_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\023\000\4\textures\ch02_023_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\024\000\1\textures\ch02_024_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\024\000\4\textures\ch02_024_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\025\000\1\texture\ch02_025_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\025\000\4\texture\ch02_025_0004_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\027\000\1\textures\ch02_027_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\027\000\4\textures\ch02_027_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\028\000\1\textures\ch02_028_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\028\000\4\textures\ch02_028_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\029\000\1\textures\ch02_029_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\029\000\4\textures\ch02_029_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\030\600\1\textures\ch02_030_6001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\030\600\4\textures\ch02_030_6004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\031\000\1\textures\ch02_031_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\031\000\4\textures\ch02_031_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\000\1\textures\ch02_032_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\000\4\textures\ch02_032_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\000\6\textures\ch02_032_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\500\1\textures\ch02_032_5001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\500\2\textures\ch02_032_5002_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\500\3\textures\ch02_032_5003_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\500\4\textures\ch02_032_5004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\032\500\5\textures\ch02_032_5005_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\034\000\1\textures\ch02_034_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\034\000\4\textures\ch02_034_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\035\000\1\textures\ch02_035_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\035\000\4\textures\ch02_035_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\036\000\1\textures\ch02_036_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\036\000\4\textures\ch02_036_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\036\500\1\textures\ch02_036_5001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\036\500\4\textures\ch02_036_5004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\037\000\1\textures\ch02_037_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\037\000\4\textures\ch02_037_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\040\000\1\textures\ch02_040_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\040\000\4\textures\ch02_040_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\041\000\1\textures\ch02_041_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\041\000\4\textures\ch02_041_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\041\000\6\textures\ch02_041_0006_singer_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\042\000\1\textures\ch02_042_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\042\000\4\textures\ch02_042_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\043\600\1\textures\ch02_043_6001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\043\600\4\textures\ch02_043_6004_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\047\000\4\textures\ch02_047_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\050\000\1\textures\ch02_050_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\050\000\4\textures\ch02_050_0004_NRRO.tex.241106027,NRRO,4,8,4,4,0,64,64,8,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\051\000\1\textures\ch02_051_0001_NRRO.tex.241106027,NRRO,3,7,4,4,1,32,64,8,16
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\051\000\2\textures\ch02_051_0000_01_NRRO.tex.241106027,NRRO,2,6,4,4,1,32,16,16,8
18680000|08600000,1,8,6,8,BC7UNORM,D:\Wilds\re_chunk_000\natives\STM\Art\Model\Character\ch02\051\000\4\textures\ch02_051_0004_NRRO.tex.241106027,NRRO,4,8,4,4,1,64,64,8,8
